ORDER_NO,BACKLOG,ORDER_STATUS,ORDER_TYPE_CODE,NOM_ST_NO,ORDER_WIDTH,ORDER_WT,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,MAT_GROUP,SLAB_MAX_NOM_WIDTH,SLAB_MIN_NOM_WIDTH,SLAB_MAX_NOM_LEN,SLAB_MIN_NOM_LEN,SLAB_MAX_NOM_WT,SLAB_MIN_NOM_WT,NOM_ROLL_THICK,NOM_ROLL_WIDTH,UNPR_WEIGHT_1,UNPR_WEIGHT_4,UNIT_WT_MAX,UNIT_WT_MIN,MATERIAL_WEIGHT_1,MATERIAL_WEIGHT_3,MATERIAL_WEIGHT_4,ST_NO_1,ST_NO_2,ST_NO_3,ST_NO_4,ST_NO_5,ST_NO_6,ST_NO_7,ST_NO_8,ST_NO_9,ST_NO_10
N8E0002223,20030011020010000,41,QZA,DT0128D9,945,100,20181031,C,111,1272,992,11,8,22.816,17.065,4.52,992,109.129,107.985,15,8,0,,0, , , , , , , , , , 
N8E0002223,200300110H0010000,41,QZA,DT0128D9,945,100,20181031,C,161,1271,991,11,8,22.793,17.132,4.52,991,0,0,15,8,0,,0, , , , , , , , , , 
N8S0000001,10010011011640080,41,YZW,DV3943D1,1780,50,20181231,A,182,1930,1826,12,8,41.998,28.668,3.02,1826,,,15,10,,,, , , , , , , , , , 
N8S0000010,100100110H0040000,41,YWA,AP0540D1,1500,50,20180228,A,162,1671,1521,12,8,29,23.88,3.82,1521,52.747,51.866,30,0,0,,0, , , , , , , , , , 
N8S0000010,200300050C0040000,41,YWA,AP0540D1,1500,50,20180228,A,552,1750,1520,11,8,29,21.955,5.03,1520,0,0,30,0,0,,0, , , , , , , , , , 
N8S0000011,10010003040040000,41,YWA,DT0144D1,1300,50,20180228,A,332,1589,1319,12,8,26.951,20.708,4.02,1319,53.892,52.992,30,0,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N8S0000012,100100110H0040000,41,YWA,DT0144D1,1300,50,20180228,A,162,1593,1323,12,8,29,20.771,5.52,1323,52.747,51.866,30,0,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N8S0000014,20030003040040000,41,YWA,AP0540D1,1000,50,20180228,A,332,1297,1017,11,8,23.391,14.69,4.03,1017,54.157,52.992,30,0,0,,0, , , , , , , , , , 
N8S0000015,100100110H0040000,41,YWA,AP0540D1,1000,50,20180228,A,162,1289,1019,12,8,23.437,15.998,4.02,1019,52.747,51.866,30,0,0,,0, , , , , , , , , , 
N8S0000017,100100110H0040000,41,YWA,AP0540D1,1300,20,20180228,A,162,1590,1320,12,8,29,20.724,3.02,1320,21.097,20.745,30,0,0,,0, , , , , , , , , , 
N8S0000018,10010002040040000,41,YWA,AP0540D1,1100,50,20180228,A,232,1389,1119,12,8,25.737,17.568,3.02,1119,53.944,53.043,30,0,0,,0, , , , , , , , , , 
N8S0000018,10010011040040000,41,YWA,AP0540D1,1100,50,20180228,A,132,1389,1119,12,8,25.737,17.568,3.02,1119,0,0,30,0,0,,0, , , , , , , , , , 
N8S0000019,100100110H0040000,41,YWA,AP0540D1,1500,50,20180228,A,162,1671,1521,12,8,29,23.88,3.52,1521,52.747,51.866,30,0,0,,0, , , , , , , , , , 
N8S0000020,100100110H0040000,41,YWA,AP0540D1,1500,50,20180228,A,162,1671,1521,12,8,29,23.88,3.82,1521,52.747,51.866,30,0,0,,0, , , , , , , , , , 
N9AAA00001,200300050C0060000,41,QZA,DT0128D8,1100,40,20180320,A,553,1400,1120,11,8,25.76,16.177,3.03,1120,33.585,32.863,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAA00002,100100050C0040080,41,QZA,DT0144D1,1100,40,20180320,A,552,1390,1120,12,8,25.76,17.584,3.02,1120,34.215,33.644,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAA00003,100100050C0040080,41,QZA,DT0144D1,1530,40,20180320,A,552,1390,1120,12,8,25.76,17.584,3.02,1120,34.215,33.644,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAA00004,100100050C0040080,41,QZA,DT0144D1,1100,40,20180320,A,552,1390,1120,12,8,25.76,17.584,3.02,1120,34.215,33.644,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAA00005,100100050C0040080,41,QZA,DT0144D1,1100,40,20180320,A,552,1390,1120,12,8,25.76,17.584,3.02,1120,34.215,33.644,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAA00006,100100050C0040080,41,QZA,DT0144D1,1100,40,20180320,A,552,1390,1120,12,8,25.76,17.584,3.02,1120,23.734,23.338,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAB00002,100100110H0060000,41,QZA,DT0144D1,1100,40,20190420,A,163,1391,1121,12,8,25.783,17.6,3.02,1121,0,0,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAB00002,200200030C0040000,41,QZA,DT0144D1,1100,40,20190420,A,352,1370,1120,11,8,25.76,16.177,3.02,1120,0,0,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9AAB00002,200300050C0040000,41,QZA,DT0144D1,1100,40,20190420,A,552,1400,1120,11,8,25.76,16.177,3.03,1120,7.733,7.567,9,6,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9B0000275,20030011020010000,41,QZA,AQ0640E1,1214,110,20190228,C,111,1432,1237,11,8,28.336,17.867,3.53,1232,0,0,10,6,0,,0, , , , , , , , , , 
N9B0000278,10010011020010000,41,QZA,DT0128D9,1201,25,20190228,C,111,1495,1225,12,8,28.175,19.233,3.02,1225,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000285,10010011011660000,41,QZA,AN0543D5,1140,27,20190228,C,183,1423,1153,12,8,26.519,18.102,3.02,1153,0,0,13,6,0,,0,DP0748D1, , , , , , , , , 
N9B0000286,10010011011660000,41,QZA,AN0543D5,1281,27,20190228,C,183,1564,1294,12,8,28.5,20.316,3.02,1294,0,0,13,7,0,,0,DP0748D1, , , , , , , , , 
N9B0000287,10010011011660000,41,QZA,AN0543D5,1520,27,20190228,C,183,1684,1534,12,8,28.5,24.084,3.02,1534,0,0,13,7,0,,0,DP0748D1, , , , , , , , , 
N9B0000288,10010011011660000,41,QZA,AN0543D5,1440,27,20190228,C,183,1604,1454,12,8,28.5,22.828,3.02,1454,0,0,13,7,0,,0,DP0748D1, , , , , , , , , 
N9B0000289,10010011011660000,42,QZA,AN0543D5,1260,80,20190228,C,183,1543,1273,12,8,28.5,19.986,3.02,1273,0,0,13,7,0,,0,DP0748D1, , , , , , , , , 
N9B0000290,10010011011660000,41,QZA,AN0543D5,1410,27,20190228,C,183,1573,1423,12,8,28.5,22.341,3.02,1423,0,0,13,7,0,,0,DP0748D1, , , , , , , , , 
N9B0000291,200300050C0060000,41,QZA,DT0143D1,1520,27,20190228,C,553,1750,1555,11,8,28.5,22.46,4.03,1555,0,0,13,7,0,,0, , , , , , , , , , 
N9B0000300,20030011020010000,41,QZA,AQ0640E1,1320,30,20190228,C,111,1540,1345,11,8,30.585,19.427,3.03,1340,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000302,20030011020060000,41,QZA,AQ0640E1,1030,50,20190228,C,113,1248,1053,11,8,24.104,15.21,3.03,1048,0,0,9.01,6,0,,0, , , , , , , , , , 
N9B0000305,200300050C0060000,43,QZA,DP0161D1,1245,50,20190228,C,553,1545,1265,11,8,28.5,18.272,2.32,1265,0,0,9.01,6,0,,0,DP0162D1, , , , , , , , , 
N9B0000306,10010011020060000,42,QZA,DP0161D1,1000,100,20190228,C,113,1290,1020,12,8,23.46,16.014,3.52,1020,0,0,9.01,6,0,,0,DP0162D1, , , , , , , , , 
N9B0000307,10010011020060000,42,QZA,DP0161D1,1000,50,20190228,C,113,1290,1020,12,8,23.46,16.014,3.52,1020,0,0,9.01,6,0,,0,DP0162D1, , , , , , , , , 
N9B0000308,20030011020060000,41,QZA,AQ0640E1,1030,50,20190228,C,113,1248,1053,11,8,24.104,15.21,3.03,1048,0,0,9.01,6,0,,0, , , , , , , , , , 
N9B0000310,20030011020010000,43,QZA,AQ0640E1,1250,200,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000311,10010011020010000,43,QZA,DT0128D9,1250,100,20190228,C,111,1546,1276,12,8,29.348,20.033,5.02,1276,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000311,10010011020060000,43,QZA,DT0128D9,1250,100,20190228,C,113,1546,1276,12,8,28.5,20.033,5.02,1276,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000311,20010011020060000,43,QZA,DT0128D9,1250,100,20190228,C,113,1546,1276,11,8,28.5,18.431,5.02,1276,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000321,10010011020010000,41,QZA,DT0144D1,1040,50,20190228,C,111,1338,1068,12,8,24.564,16.768,2.82,1068,0,0,9.01,6,0,,0,DT0145D1,DT0148D1, , , , , , , , 
N9B0000322,100100050H0060000,43,QZA,DT0128D9,1250,50,20190228,C,563,1560,1290,12,8,28.5,20.253,2.82,1290,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000324,10010011020060000,41,QZA,DT0128D9,1250,55,20190228,C,113,1575,1305,12,8,28.5,20.489,4.02,1305,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000333,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000334,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000335,20030005040060000,43,QZA,AQ0640E1,1175,30,20190228,C,533,1399,1204,11,8,27.083,17.391,2.63,1199,,,11,7,,,, , , , , , , , , , 
N9B0000336,20030011020010000,41,QZA,AQ0640E1,1250,35,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000337,20030011020010000,43,QZA,AQ0640E1,1000,60,20190228,C,111,1227,1032,11,8,23.621,14.932,2.83,1027,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000338,20030011020010000,41,QZA,AQ0640E1,1250,75,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000339,20030011020010000,41,QZA,AQ0640E1,1175,50,20190228,C,111,1395,1200,11,8,27.485,17.333,3.03,1195,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000340,20030011020010000,41,QZA,AQ0640E1,1250,70,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000341,20030011020010000,43,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000342,20030011020010000,43,QZA,AQ0640E1,1280,110,20190228,C,111,1500,1305,11,8,29.791,18.849,3.03,1300,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000343,20030011020010000,43,QZA,AQ0640E1,1250,70,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000344,20030011020010000,43,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000345,20030011020010000,43,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000346,20030011020010000,43,QZA,AQ0640E1,1250,70,20190228,C,111,1470,1275,11,8,29.195,18.416,4.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000347,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,4.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000350,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000368,20030011020060000,43,QZA,AQ0640E1,1219,25,20190228,C,113,1439,1244,11,8,28.497,17.968,3.53,1239,0,0,9.01,6,0,,0, , , , , , , , , , 
N9B0000369,200300050C0060000,43,QZA,DP0161D1,1245,50,20190228,C,553,1545,1265,11,8,28.5,18.272,2.32,1265,0,0,9.01,6,0,,0,DP0162D1, , , , , , , , , 
N9B0000370,10010011020060000,42,QZA,DP0161D1,1050,70,20190228,C,113,1339,1069,12,8,24.587,16.783,3.02,1069,0,0,9.01,6,0,,0,DP0162D1, , , , , , , , , 
N9B0000371,100100110H0060000,43,QZA,DT0144D1,1280,25,20190228,C,163,1576,1306,12,8,28.5,20.504,2.82,1306,0,0,9.01,6,0,,0,DT0145D1,DT0148D1, , , , , , , , 
N9B0000373,20030011020010000,41,QZA,AQ0640E1,1219,100,20190228,C,111,1439,1244,11,8,28.497,17.968,3.03,1239,0,0,13,8,0,,0, , , , , , , , , , 
N9B0000374,20030011020010000,41,QZA,AQ0640E1,1219,100,20190228,C,111,1439,1244,11,8,28.497,17.968,3.53,1239,0,0,13,8,0,,0, , , , , , , , , , 
N9B0000375,20030011020010000,41,QZA,AQ0640E1,1219,100,20190228,C,111,1436,1241,11,8,28.428,17.925,4.53,1236,0,0,13,8,0,,0, , , , , , , , , , 
N9B0000376,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,13,8,0,,0, , , , , , , , , , 
N9B0000377,20030011020010000,41,QZA,AQ0640E1,1250,200,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,13,8,0,,0, , , , , , , , , , 
N9B0000378,200300050C0060000,43,QZA,AQ0640E1,1219,40,20190228,C,553,1441,1246,11,8,28.5,17.997,2.63,1241,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000379,20030011020010000,41,QZA,AQ0640E1,1219,60,20190228,C,111,1447,1252,11,8,28.681,18.084,2.63,1247,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000380,20030011020010000,41,QZA,AQ0640E1,1219,30,20190228,C,111,1437,1242,11,8,28.451,17.939,3.53,1237,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000381,20030011020010000,41,QZA,AQ0640E1,1250,30,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000382,20030011020010000,41,QZA,AQ0640E1,1219,30,20190228,C,111,1439,1244,11,8,28.497,17.968,3.03,1239,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000395,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1568,1298,12,8,29.854,20.379,3.02,1298,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000396,10010011020010000,43,QZA,DT0128D9,1219,50,20190228,C,111,1541,1271,12,8,29.233,19.955,5.72,1271,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000397,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000398,20030011020010000,41,QZA,AQ0640E1,1219,50,20190228,C,111,1439,1244,11,8,28.497,17.968,3.53,1239,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000399,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000400,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000401,10010011020010000,41,QZA,DT0128D9,1250,150,20190228,C,111,1568,1298,12,8,29.854,20.379,3.02,1298,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000404,10010011020010000,42,QZA,DT0128D9,1219,100,20190228,C,111,1540,1270,12,8,29.21,19.939,5.02,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000405,10010011020010000,42,QZA,DT0128D9,1255,100,20190228,C,111,1576,1306,12,8,30.038,20.504,5.02,1306,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000407,10010011020010000,42,QZA,DT0128D9,1250,100,20190228,C,111,1571,1301,12,8,29.923,20.426,5.52,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000408,10010011020010000,43,QZA,DT0128D9,1219,50,20190228,C,111,1541,1271,12,8,29.233,19.955,5.72,1271,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000409,10010011020010000,42,QZA,DT0128D9,1270,50,20190228,C,111,1591,1321,12,8,30.383,20.74,5.72,1321,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000424,20030011020010000,41,QZA,AQ0640E1,1020,50,20190228,C,111,1238,1043,11,8,23.874,15.065,3.03,1038,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000426,20030011020010000,41,QZA,AQ0640E1,1219,30,20190228,C,111,1439,1244,11,8,28.497,17.968,3.53,1239,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000427,20030011020010000,41,QZA,AQ0640E1,1250,30,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000428,20030011020010000,43,QZA,AQ0640E1,1304,25,20190228,C,111,1525,1330,11,8,30.287,19.211,4.03,1325,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000434,20030011020010000,41,QZA,AQ0640E1,1226,30,20190228,C,111,1444,1249,11,8,28.612,18.041,4.03,1244,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000435,20030011020010000,41,QZA,AQ0640E1,1250,40,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000438,20030011020010000,41,QZA,AQ0640E1,1250,60,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000439,20030011020010000,41,QZA,AQ0640E1,1250,30,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000440,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000441,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000442,10010011020060000,41,QZA,DT0144D1,1376,30,20190228,C,113,1667,1397,12,8,28.5,21.933,4.52,1397,0,0,11,7,0,,0,DT0145D1,DT0148D1,DT0128D1, , , , , , , 
N9B0000444,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000445,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000446,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000447,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000448,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,4.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000449,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000451,10010011020010000,42,QZA,DT0128D9,1250,45,20190228,C,111,1575,1305,12,8,30.015,20.489,4.02,1305,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000452,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1571,1301,12,8,29.923,20.426,5.02,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000453,10010011020010000,41,QZA,DT0128D9,1020,25,20190228,C,111,1342,1072,12,8,24.656,16.83,5.02,1072,0,0,11,6,0,,0, , , , , , , , , , 
N9B0000455,10010011020010000,42,QZA,DT0128D9,1250,25,20190228,C,111,1575,1305,12,8,30.015,20.489,4.02,1305,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000456,10010011020010000,42,QZA,DT0128D9,1250,25,20190228,C,111,1571,1301,12,8,29.923,20.426,5.02,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000457,10010011020010000,42,QZA,DT0128D9,1250,25,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000458,10010011020010000,41,QZA,DT0128D9,1250,30,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000459,10010011020010000,42,QZA,DT0128D9,1250,50,20190228,C,111,1571,1301,12,8,29.923,20.426,5.72,1301,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000460,20030011020010000,43,QZA,AQ0640E1,1250,25,20190228,C,111,1478,1283,11,8,29.354,18.532,2.83,1278,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000461,20030011020010000,43,QZA,AQ0640E1,1250,25,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000462,20030011020010000,41,QZA,AQ0640E1,1250,80,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000463,20030011020010000,41,QZA,AQ0640E1,1250,60,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000464,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000465,20030011020010000,41,QZA,AQ0640E1,1250,60,20190228,C,111,1470,1275,11,8,29.195,18.416,4.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000466,20030011020010000,41,QZA,AQ0640E1,1250,50,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000467,20020003040060000,41,QZA,AP0540D1,1250,50,20190228,C,333,1450,1267,11,8,26.64,18.301,4.03,1267,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000468,20020003040060000,41,QZA,AP0540D1,1250,50,20190228,C,333,1450,1267,11,8,26.64,18.301,4.03,1267,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000474,20030011020010000,41,QZA,AQ0640E1,1250,150,20190228,C,111,1470,1275,11,8,29.195,18.416,3.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000475,20030011020010000,41,QZA,AQ0640E1,1250,300,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000476,20030011020010000,41,QZA,AQ0640E1,1250,150,20190228,C,111,1470,1275,11,8,29.195,18.416,3.53,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000477,20030011020010000,41,QZA,AQ0640E1,1250,100,20190228,C,111,1470,1275,11,8,29.195,18.416,4.03,1270,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000478,20030011020010000,41,QZA,AQ0640E1,1250,150,20190228,C,111,1469,1274,11,8,29.175,18.402,4.53,1269,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000479,20030011020010000,41,QZA,AQ0640E1,1295,30,20190228,C,111,1515,1320,11,8,30.089,19.066,3.53,1315,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000480,20030011020010000,41,QZA,AQ0640E1,1204,30,20190228,C,111,1422,1227,11,8,28.106,17.723,3.53,1222,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000481,20030011020010000,41,QZA,AQ0640E1,1219,31,20190228,C,111,1436,1241,11,8,28.428,17.925,4.53,1236,0,0,11,7,0,,0, , , , , , , , , , 
N9B0000771,10010011020010000,41,QZA,DT0128D9,1201,30,20190430,C,111,,,,,,,,,4.632,4.555,11,7,0,,0,,,,,,,,,,
N9B0000771,200300110H0010000,41,QZA,DT0128D9,1201,30,20190430,C,161,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
N9B0000772,10010011020010000,41,QZA,DT0128D9,1246,30,20190430,C,111,,,,,,,,,3.056,3.005,11,7,0,,0,,,,,,,,,,
N9B0000772,100100110H0010000,41,QZA,DT0128D9,1246,30,20190430,C,161,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
N9B0000781,20030011020010000,43,QZA,AQ0640E1,1250,100,20190430,C,111,,,,,,,,,0,53.845,11,7,0,,57.52,,,,,,,,,,
N9B0000803,10010011011660000,41,QZA,AN0543D5,1260,50,20190430,C,183,,,,,,,,,4.753,4.674,13,7,0,,0,,,,,,,,,,
N9B0000806,10010011011660000,41,QZA,AN0543D5,1305,27,20190430,C,183,,,,,,,,,2.159,2.123,13,7,0,,0,,,,,,,,,,
N9B0000812,100100110H0060000,41,QZA,DT0145D1,1150,22,20190430,C,163,,,,,,,,,1.62,1.593,11,7,0,,0,,,,,,,,,,
N9B0000823,100100110H0060000,41,QZA,AT3482D1,1100,25,20190430,C,163,,,,,,,,,1.623,1.596,11,7,0,,0,,,,,,,,,,
N9B0000826,10010011020010000,43,QZA,DT0128D9,1115,30,20190430,C,111,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
N9B0000829,100100050H0010000,42,QZA,DT0128D9,1219,50,20190430,C,561,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
N9B0000829,200300050H0010000,42,QZA,DT0128D9,1219,50,20190430,C,561,,,,,,,,,25.206,24.664,11,7,28.382,,0,,,,,,,,,,
N9B0000830,100100050H0010000,43,QZA,DT0128D9,1250,50,20190430,C,561,,,,,,,,,0,25.438,11,7,0,,26.06,,,,,,,,,,
N9B0000830,200300050H0010000,43,QZA,DT0128D9,1250,50,20190430,C,561,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
N9B0000831,20030011020010000,43,QZA,AQ0640E1,1250,100,20190430,C,111,,,,,,,,,0,26.737,11,7,0,,28.4,,,,,,,,,,
N9B0000834,20030011020010000,43,QZA,AQ0640E1,1250,100,20190430,C,111,,,,,,,,,0,48.401,13,8,0,,55,,,,,,,,,,
N9B0000842,20030011020010000,43,QZA,AQ0640E1,1146,25,20190430,C,111,,,,,,,,,0,14.729,11,6,0,,20.7,,,,,,,,,,
N9B0000844,20030011020010000,41,QZA,AQ0640E1,1219,50,20190430,C,111,,,,,,,,,5.053,4.945,11,7,0,,0,,,,,,,,,,
N9B0000856,20030011020010000,43,QZA,AQ0640E1,1250,100,20190430,C,111,,,,,,,,,0,19.875,11,7,0,,26.5,,,,,,,,,,
N9B0000857,20030011020010000,43,QZA,AQ0640E1,1250,60,20190430,C,111,,,,,,,,,0,10.184,11,7,0,,28.5,,,,,,,,,,
N9B0000880,20030011020010000,43,QZA,AQ0640E1,1250,100,20190430,C,111,,,,,,,,,0,48.938,11,7,0,,52.88,,,,,,,,,,
