ORDER_NO,BACKLOG,ORDER_STATUS,ORDER_TYPE_CODE,NOM_ST_NO,ORDER_WIDTH,ORDER_WT,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,MAT_GROUP,SLAB_MAX_NOM_WIDTH,SLAB_MIN_NOM_WIDTH,SLAB_MAX_NOM_LEN,SLAB_MIN_NOM_LEN,SLAB_MAX_NOM_WT,SLAB_MIN_NOM_WT,NOM_ROLL_THICK,NOM_ROLL_WIDTH,UNPR_WEIGHT_1,UNPR_WEIGHT_4,UNIT_WT_MAX,UNIT_WT_MIN,MATERIAL_WEIGHT_1,MATERIAL_WEIGHT_3,MATERIAL_WEIGHT_4,ST_NO_1,ST_NO_2,ST_NO_3,ST_NO_4,ST_NO_5,ST_NO_6,ST_NO_7,ST_NO_8,ST_NO_9,ST_NO_10
L7EC010375,200300050C0000000,41,QZA,IR6253E1,1460,30,20171031,Y,550,1678,1478,11,8,33.326,21.348,3.52,1478,,,11,7,,,,JR6210E6, , , , , , , , , 
L7EC010376,200300050C000000B,41,QZA,IR8313E6,1008,20,20171031,C,550,1173,1023,11,8,23.296,17.741,2.82,1023,,,15,8,,,, , , , , , , , , , 
L7EC010377,200300050C000000D,41,QZA,IR8313E6,1250,25,20171031,C,550,1416,1266,11,8,28.122,18.286,3.82,1266,,,15,8,,,, , , , , , , , , , 
L7EC010380,200360050D0000000,41,QZA,IV9228A6,860,30,20171031,C,5L0,1027,900,11,8,20.171,13,2.533,877,,,15,6,,,, , , , , , , , , , 
L7EC010382,200360050D0000000,41,QZA,IV9228A6,1110,90,20171031,C,5L0,1278,1128,11,8,25.382,17.199,2.833,1128,,,15,8,,,, , , , , , , , , , 
L7EC010383,200360050D0000000,41,QZA,IV9228A6,1175,50,20171031,C,5L0,1343,1193,11,8,26.673,17.232,2.833,1193,,,15,8,,,, , , , , , , , , , 
L7EC010385,200300050C000000B,42,QZA,IR8313E6,1010,10,20171031,C,550,1176,1026,11,8,23.356,17.741,4.02,1026,,,15,8,,,, , , , , , , , , , 
L7EC010388,20030003040000020,41,QZA,DT0148D1,1020,20,20171031,C,330,1318,1038,11,8,23.874,14.993,3.53,1038,,,5,3,,,,DT0138D1,DT0128D1,DT0138D5, , , , , , , 
L7EC010389,20030003040000020,41,QZA,DT0148D1,1000,20,20171031,C,330,1298,1018,11,8,23.414,14.704,3.03,1018,,,5,3,,,,DT0138D1,DT0128D1,DT0138D5, , , , , , , 
L7EC010392,100300050C0000000,41,QZA,IR6253E1,1030,10,20171031,C,550,1197,1047,11,8,24.081,16.896,3.52,1047,,,15,8,,,,JR6210E6, , , , , , , , , 
L7EC010392,200300050C0000000,41,QZA,IR6253E1,1030,10,20171031,C,550,1247,1047,11,8,24.081,16.896,3.52,1047,,,15,8,,,,JR6210E6, , , , , , , , , 
L7EC010393,20036C170D000000B,41,QZA,IS8240E1,1245,30,20171031,C,KL0,1409,1259,11,8,27.983,18.185,2.633,1259,,,15,8,,,, , , , , , , , , , 
L7EC010396,20020002040000000,41,QZA,DT0144D1,1190,25,20171031,C,230,1450,1212,11,8,26.64,21.536,3.02,1212,,,15,10,,,,DT0140D1,DT0141D1,DT0145D1,DT0143D1, , , , , , 
